FECHA;DEPARTAMENTO;MUNICIPIO;EVENTO;COORDENADAS;FAMILIAS;PERSONAS
26/01/2024;HUILA;PALESTINA;INCENDIO FORESTAL;;;
26/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
26/01/2024;CAUCA;ARGELIA;INCENDIO FORESTAL;;;
26/01/2024;CAUCA;ARGELIA;INCENDIO FORESTAL;;;
26/01/2024;CAUCA;PIENDAMO;ACCIDENTE TRANSPORTE TERRESTRE;;;
26/01/2024;ANTIOQUIA;MEDELLIN;INCENDIO FORESTAL;;;
26/01/2024;VICHADA;CUMARIBO;INCENDIO FORESTAL;;;
26/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
26/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
26/01/2024;HUILA;OPORAPA;INCENDIO FORESTAL;;;
26/01/2024;HUILA;GARZON;INCENDIO FORESTAL;;;
26/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
26/01/2024;CUNDINAMARCA;ZIPAQUIRA;INCENDIO FORESTAL;;;
26/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
26/01/2024;SANTANDER;CONCEPCION;INCENDIO FORESTAL;;;
26/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;CHISCAS;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;MONGUA;INCENDIO FORESTAL;;;
26/01/2024;ANTIOQUIA;ABEJORRAL;INCENDIO FORESTAL;;;
26/01/2024;HUILA;OPORAPA;INCENDIO FORESTAL;;;
26/01/2024;HUILA;OPORAPA;INCENDIO FORESTAL;;;
26/01/2024;BOLIVAR;ARJONA;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;SUSACON;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;OTANCHE;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;PESCA;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;CUBARA;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;PESCA;INCENDIO FORESTAL;;;
26/01/2024;BOLIVAR;PINILLOS;EROSION;;;
26/01/2024;BOLIVAR;TURBANA;INCENDIO FORESTAL;;;
26/01/2024;LA GUAJIRA;MAICAO;INCENDIO ESTRUCTURAL;;;
26/01/2024;CALDAS;VITERBO;INCENDIO FORESTAL;;;
26/01/2024;CAQUETA;EL PAUJIL;INCENDIO FORESTAL;;;
26/01/2024;LA GUAJIRA;BARRANCAS;DESABASTECIMIENTO DE AGUA;;;
26/01/2024;RISARALDA;APIA;RACIONAMIENTO;;;
26/01/2024;RISARALDA;MARSELLA;DESABASTECIMIENTO DE AGUA;;;
26/01/2024;RISARALDA;SANTA ROSA DE CABAL;RACIONAMIENTO;;;
26/01/2024;META;CASTILLA LA NUEVA;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;NUEVO COLON;INCENDIO FORESTAL;;;
26/01/2024;CESAR;CHIRIGUANA;INCENDIO FORESTAL;;;
26/01/2024;CESAR;CHIRIGUANA;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
26/01/2024;PUTUMAYO;COLON;INCENDIO FORESTAL;;;
26/01/2024;CASANARE;VILLANUEVA;INCENDIO FORESTAL;;;
26/01/2024;VALLE DEL CAUCA;EL DOVIO;INCENDIO FORESTAL;;;
26/01/2024;META;RESTREPO;INCENDIO FORESTAL;;;
26/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
26/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
26/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
26/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
26/01/2024;SUCRE;SAMPUES;INCENDIO FORESTAL;;;
26/01/2024;CORDOBA;SAHAGUN;INCENDIO FORESTAL;;;
26/01/2024;CAUCA;PAEZ;INCENDIO FORESTAL;;;
26/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
26/01/2024;ANTIOQUIA;YARUMAL;INCENDIO FORESTAL;;;
26/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
26/01/2024;CUNDINAMARCA;VILLAPINZON;INCENDIO FORESTAL;;;
26/01/2024;HUILA;TIMANA;INCENDIO FORESTAL;;;
26/01/2024;TOLIMA;ALVARADO;INCENDIO FORESTAL;;;
26/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
26/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
26/01/2024;PUTUMAYO;PUERTO ASIS;INCENDIO FORESTAL;;;
26/01/2024;CAUCA;SANTANDER DE QUILICHAO;INCENDIO FORESTAL;;;
26/01/2024;VALLE DEL CAUCA;ARGELIA;INCENDIO FORESTAL;;;
26/01/2024;VALLE DEL CAUCA;ARGELIA;INCENDIO FORESTAL;;;
26/01/2024;CAUCA;VILLA RICA;INCENDIO FORESTAL;;;
26/01/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
26/01/2024;ARAUCA;ARAUQUITA;INCENDIO FORESTAL;;;
26/01/2024;CUNDINAMARCA;TAUSA;INCENDIO FORESTAL;;;
26/01/2024;CESAR;EL PASO;INCENDIO FORESTAL;;;
26/01/2024;CUNDINAMARCA;CACHIPAY;INCENDIO FORESTAL;;;
26/01/2024;ANTIOQUIA;ANDES;INCENDIO FORESTAL;;;
26/01/2024;VALLE DEL CAUCA;ANSERMANUEVO;INCENDIO FORESTAL;;;
26/01/2024;CUNDINAMARCA;FUQUENE;INCENDIO FORESTAL;;;
26/01/2024;CUNDINAMARCA;FUQUENE;INCENDIO FORESTAL;;;
26/01/2024;MAGDALENA;SALAMINA;INCENDIO FORESTAL;;;
26/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
26/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
26/01/2024;ARAUCA;TAME;INCENDIO FORESTAL;;;
26/01/2024;VALLE DEL CAUCA;YUMBO;INCENDIO FORESTAL;;;
26/01/2024;VALLE DEL CAUCA;YUMBO;INCENDIO FORESTAL;;;
26/01/2024;META;SAN MARTIN;INCENDIO FORESTAL;;;
26/01/2024;SANTANDER;RIONEGRO;INCENDIO FORESTAL;;;
26/01/2024;SANTANDER;RIONEGRO;INCENDIO FORESTAL;;;
26/01/2024;SANTANDER;PUERTO WILCHES;INCENDIO FORESTAL;;;
26/01/2024;META;CUMARAL;INCENDIO FORESTAL;;;
26/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
26/01/2024;CALDAS;PACORA;INCENDIO FORESTAL;;;
26/01/2024;SANTANDER;PUERTO WILCHES;INCENDIO FORESTAL;;;
26/01/2024;HUILA;TIMANA;INCENDIO FORESTAL;;;
26/01/2024;HUILA;TIMANA;INCENDIO FORESTAL;;;
26/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
26/01/2024;ATLANTICO;SABANAGRANDE;INCENDIO FORESTAL;;;
26/01/2024;ATLANTICO;SABANAGRANDE;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;TUNJA;INCENDIO FORESTAL;;;
26/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
26/01/2024;LA GUAJIRA;DISTRACCION;INCENDIO FORESTAL;;;
26/01/2024;META;PUERTO LOPEZ;INCENDIO FORESTAL;;;
26/01/2024;CESAR;VALLEDUPAR;INCENDIO FORESTAL;;;
26/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
26/01/2024;ATLANTICO;MALAMBO;INCENDIO FORESTAL;;;
26/01/2024;ATLANTICO;MALAMBO;INCENDIO FORESTAL;;;
26/01/2024;BOYACA;SIACHOQUE;INCENDIO FORESTAL;;;
26/01/2024;SANTANDER;CONCEPCION;INCENDIO FORESTAL;;;
26/01/2024;BOLIVAR;MOMPOS;INCENDIO FORESTAL;;;
26/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
26/01/2024;MAGDALENA;FUNDACION;INCENDIO FORESTAL;;;
26/01/2024;VALLE DEL CAUCA;RESTREPO;INCENDIO FORESTAL;;;
26/01/2024;CESAR;VALLEDUPAR;INCENDIO FORESTAL;;;
26/01/2024;CESAR;SAN ALBERTO;INCENDIO FORESTAL;;;
26/01/2024;CALDAS;ANSERMA;INCENDIO FORESTAL;;;
27/01/2024;CUNDINAMARCA;FACATATIVA;INCENDIO FORESTAL;;;
27/01/2024;CUNDINAMARCA;GAMA;INCENDIO FORESTAL;;;
27/01/2024;CUNDINAMARCA;SILVANIA;INCENDIO FORESTAL;;;
27/01/2024;CORDOBA;CANALETE;INCENDIO FORESTAL;;;
27/01/2024;NORTE DE SANTANDER;BOCHALEMA;INCENDIO FORESTAL;;;
27/01/2024;NORTE DE SANTANDER;CACOTA;HELADA;;;
27/01/2024;NORTE DE SANTANDER;MUTISCUA;HELADA;;;
27/01/2024;NORTE DE SANTANDER;LA PLAYA;HELADA;;;
27/01/2024;ANTIOQUIA;PEQUE;INCENDIO FORESTAL;;;
27/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
27/01/2024;META;SAN MARTIN;INCENDIO FORESTAL;;;
27/01/2024;VICHADA;LA PRIMAVERA;INCENDIO FORESTAL;;;
27/01/2024;VICHADA;LA PRIMAVERA;INCENDIO FORESTAL;;;
27/01/2024;CAQUETA;FLORENCIA;INCENDIO FORESTAL;;;
27/01/2024;CUNDINAMARCA;GACHETA;INCENDIO FORESTAL;;;
27/01/2024;BOYACA;SOCHA;INCENDIO FORESTAL;;;
27/01/2024;VAUPES;MITU;INCENDIO FORESTAL;;;
27/01/2024;CESAR;VALLEDUPAR;INCENDIO FORESTAL;10°27’58” N 73°17’48”;;
27/01/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
27/01/2024;ANTIOQUIA;CAUCASIA;INCENDIO FORESTAL;;;
27/01/2024;BOYACA;TIBANA;INCENDIO FORESTAL;;;
27/01/2024;BOYACA;SOCHA;INCENDIO FORESTAL;;;
27/01/2024;BOLIVAR;SAN PABLO;INCENDIO ESTRUCTURAL;;;
27/01/2024;CAUCA;TIMBIQUI;INCENDIO ESTRUCTURAL;;;
27/01/2024;ANTIOQUIA;ANGOSTURA;INCENDIO FORESTAL;;;
27/01/2024;ANTIOQUIA;APARTADO;INCENDIO ESTRUCTURAL;;;
27/01/2024;CAQUETA;ALBANIA;INCENDIO FORESTAL;;;
27/01/2024;BOYACA;CHINAVITA;INCENDIO FORESTAL;;;
27/01/2024;CALDAS;SALAMINA;INCENDIO FORESTAL;;;
27/01/2024;CESAR;CHIRIGUANA;INCENDIO FORESTAL;;;
27/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
27/01/2024;LA GUAJIRA;ALBANIA;INCENDIO FORESTAL;;;
27/01/2024;ANTIOQUIA;ENTRERRIOS;INCENDIO FORESTAL;;;
27/01/2024;ATLANTICO;SABANAGRANDE;INCENDIO FORESTAL;;;
27/01/2024;HUILA;COLOMBIA;INCENDIO FORESTAL;;;
27/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
27/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
27/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
27/01/2024;CUNDINAMARCA;VIANI;INCENDIO FORESTAL;;;
27/01/2024;CASANARE;PORE;INCENDIO FORESTAL;;;
27/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
27/01/2024;CAQUETA;FLORENCIA;INCENDIO FORESTAL;;;
27/01/2024;ANTIOQUIA;HISPANIA;INCENDIO FORESTAL;;;
27/01/2024;VALLE DEL CAUCA;ARGELIA;INCENDIO FORESTAL;;;
27/01/2024;MAGDALENA;ALGARROBO;INCENDIO FORESTAL;;;
27/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
27/01/2024;SANTANDER;CURITI;INCENDIO FORESTAL;;;
27/01/2024;CUNDINAMARCA;FOMEQUE;INCENDIO FORESTAL;;;
27/01/2024;CESAR;EL PASO;INCENDIO FORESTAL;;;
27/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
27/01/2024;MAGDALENA;ZONA BANANERA;INCENDIO FORESTAL;;;
27/01/2024;SANTANDER;SABANA DE TORRES;INCENDIO FORESTAL;;;
27/01/2024;META;CUMARAL;INCENDIO FORESTAL;;;
27/01/2024;CASANARE;SABANALARGA;INCENDIO FORESTAL;;;
27/01/2024;HUILA;ELIAS;INCENDIO FORESTAL;;;
27/01/2024;ATLANTICO;SOLEDAD;INCENDIO FORESTAL;;;
27/01/2024;CUNDINAMARCA;FUQUENE;INCENDIO FORESTAL;;;
27/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
27/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
27/01/2024;BOLIVAR;TURBACO;INCENDIO FORESTAL;;;
27/01/2024;CUNDINAMARCA;NEMOCON;INCENDIO FORESTAL;;;
27/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
27/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
27/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
27/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
27/01/2024;ARAUCA;TAME;INCENDIO FORESTAL;;;
27/01/2024;ARAUCA;TAME;INCENDIO FORESTAL;;;
27/01/2024;GUAVIARE;MIRAFLORES;INCENDIO FORESTAL;;;
27/01/2024;GUAVIARE;MIRAFLORES;INCENDIO FORESTAL;;;
27/01/2024;GUAVIARE;MIRAFLORES;INCENDIO FORESTAL;;;
27/01/2024;VALLE DEL CAUCA;ULLOA;INCENDIO FORESTAL;;;
27/01/2024;HUILA;OPORAPA;INCENDIO FORESTAL;;;
27/01/2024;HUILA;OPORAPA;INCENDIO FORESTAL;;;
27/01/2024;SANTANDER;ARATOCA;INCENDIO FORESTAL;;;
27/01/2024;SANTANDER;VELEZ;INCENDIO FORESTAL;;;
27/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
27/01/2024;CAQUETA;FLORENCIA;INCENDIO FORESTAL;;;
27/01/2024;CAQUETA;FLORENCIA;INCENDIO FORESTAL;;;
27/01/2024;BOLIVAR;MAGANGUE;INCENDIO FORESTAL;;;
27/01/2024;PUTUMAYO;ORITO;INCENDIO FORESTAL;;;
27/01/2024;ATLANTICO;MALAMBO;INCENDIO FORESTAL;;;
27/01/2024;SANTANDER;OIBA;INCENDIO FORESTAL;;;
27/01/2024;HUILA;PITAL;INCENDIO FORESTAL;;;
27/01/2024;VALLE DEL CAUCA;TORO;INCENDIO FORESTAL;;;
27/01/2024;ARAUCA;ARAUCA;INCENDIO FORESTAL;;;
27/01/2024;VALLE DEL CAUCA;LA UNION;INCENDIO FORESTAL;;;
27/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
27/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
27/01/2024;SANTANDER;RIONEGRO;INCENDIO FORESTAL;;;
27/01/2024;SANTANDER;RIONEGRO;INCENDIO FORESTAL;;;
28/01/2024;VICHADA;LA PRIMAVERA;INCENDIO FORESTAL;;;
28/01/2024;CUNDINAMARCA;GACHANCIPA;INCENDIO FORESTAL;;;
28/01/2024;BOYACA;CUCAITA;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
28/01/2024;SANTANDER;AGUADA;INCENDIO FORESTAL;;;
28/01/2024;VICHADA;LA PRIMAVERA;INCENDIO FORESTAL;;;
28/01/2024;META;VISTAHERMOSA;INCENDIO FORESTAL;;;
28/01/2024;HUILA;GUADALUPE;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;MANI;INCENDIO FORESTAL;;;
28/01/2024;HUILA;ACEVEDO;INCENDIO FORESTAL;;;
28/01/2024;HUILA;ACEVEDO;INCENDIO FORESTAL;;;
28/01/2024;HUILA;ACEVEDO;INCENDIO FORESTAL;;;
28/01/2024;HUILA;ACEVEDO;INCENDIO FORESTAL;;;
28/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
28/01/2024;HUILA;PALESTINA;INCENDIO FORESTAL;;;
28/01/2024;HUILA;SAN AGUSTIN;INCENDIO FORESTAL;;;
28/01/2024;HUILA;SAN AGUSTIN;INCENDIO FORESTAL;;;
28/01/2024;HUILA;COLOMBIA;INCENDIO FORESTAL;;;
28/01/2024;HUILA;TARQUI;INCENDIO FORESTAL;;;
28/01/2024;HUILA;GUADALUPE;INCENDIO FORESTAL;;;
28/01/2024;HUILA;GUADALUPE;INCENDIO FORESTAL;;;
28/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;CAUCASIA;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;CAUCASIA;INCENDIO FORESTAL;;;
28/01/2024;META;FUENTE DE ORO;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;HATO COROZAL;INCENDIO FORESTAL;;;
28/01/2024;SUCRE;OVEJAS;INCENDIO FORESTAL;;;
28/01/2024;TOLIMA;PRADO;INCENDIO FORESTAL;;;
28/01/2024;CUNDINAMARCA;GUTIERREZ;INCENDIO FORESTAL;;;
28/01/2024;CUNDINAMARCA;FUNZA;INCENDIO FORESTAL;;;
28/01/2024;CUNDINAMARCA;LA PEÑA;INCENDIO FORESTAL;;;
28/01/2024;CUNDINAMARCA;MACHETA;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;BARBOSA;INCENDIO FORESTAL;;;
28/01/2024;ATLANTICO;CAMPO DE LA CRUZ;DESABASTECIMIENTO DE AGUA;;;
28/01/2024;ATLANTICO;JUAN DE ACOSTA;DESABASTECIMIENTO DE AGUA;;;
28/01/2024;ATLANTICO;LURUACO;DESABASTECIMIENTO DE AGUA;;;
28/01/2024;ATLANTICO;MANATI;DESABASTECIMIENTO DE AGUA;;;
28/01/2024;ATLANTICO;PONEDERA;DESABASTECIMIENTO DE AGUA;;;
28/01/2024;ATLANTICO;REPELON;DESABASTECIMIENTO DE AGUA;;;
28/01/2024;CUNDINAMARCA;LA PEÑA;INCENDIO FORESTAL;;;
28/01/2024;SANTANDER;BARRANCABERMEJA;INCENDIO FORESTAL;;;
28/01/2024;BOLIVAR;CICUCO;INCENDIO FORESTAL;;;
28/01/2024;BOYACA;VILLA DE LEYVA;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;ENTRERRIOS;INCENDIO FORESTAL;;;
28/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
28/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;TAURAMENA;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
28/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
28/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
28/01/2024;CORDOBA;SAHAGUN;INCENDIO FORESTAL;;;
28/01/2024;ATLANTICO;POLONUEVO;INCENDIO FORESTAL;;;
28/01/2024;ATLANTICO;POLONUEVO;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;PORE;INCENDIO FORESTAL;;;
28/01/2024;CAUCA;MIRANDA;INCENDIO FORESTAL;;;
28/01/2024;CESAR;BECERRIL;INCENDIO FORESTAL;;;
28/01/2024;LA GUAJIRA;FONSECA;INCENDIO FORESTAL;;;
28/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
28/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
28/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
28/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
28/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
28/01/2024;TOLIMA;ICONONZO;INCENDIO FORESTAL;;;
28/01/2024;BOLIVAR;MARIA LA BAJA;INCENDIO FORESTAL;;;
28/01/2024;VALLE DEL CAUCA;ARGELIA;INCENDIO FORESTAL;;;
28/01/2024;MAGDALENA;ALGARROBO;INCENDIO FORESTAL;;;
28/01/2024;HUILA;LA PLATA;INCENDIO FORESTAL;;;
28/01/2024;ATLANTICO;SOLEDAD;INCENDIO FORESTAL;;;
28/01/2024;SANTANDER;SABANA DE TORRES;INCENDIO FORESTAL;;;
28/01/2024;SANTANDER;SABANA DE TORRES;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;SAN PEDRO DE URABA;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;SAN PEDRO DE URABA;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;SAN PEDRO DE URABA;INCENDIO FORESTAL;;;
28/01/2024;SANTANDER;SABANA DE TORRES;INCENDIO FORESTAL;;;
28/01/2024;ATLANTICO;USIACURI;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;URRAO;INCENDIO FORESTAL;;;
28/01/2024;BOYACA;SOCHA;INCENDIO FORESTAL;;;
28/01/2024;ATLANTICO;SABANAGRANDE;INCENDIO FORESTAL;;;
28/01/2024;HUILA;SALADOBLANCO;INCENDIO FORESTAL;;;
28/01/2024;SANTANDER;VELEZ;INCENDIO FORESTAL;;;
28/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
28/01/2024;CUNDINAMARCA;FUQUENE;INCENDIO FORESTAL;;;
28/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
28/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
28/01/2024;CORDOBA;MONTELIBANO;INCENDIO FORESTAL;;;
28/01/2024;CASANARE;VILLANUEVA;INCENDIO FORESTAL;;;
28/01/2024;ANTIOQUIA;PEÑOL;INCENDIO FORESTAL;;;
28/01/2024;MAGDALENA;FUNDACION;INCENDIO FORESTAL;;;
28/01/2024;CAUCA;SOTARA;INCENDIO FORESTAL;;;
28/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
28/01/2024;CESAR;TAMALAMEQUE;INCENDIO FORESTAL;;;
28/01/2024;GUAVIARE;MIRAFLORES;INCENDIO FORESTAL;;;
28/01/2024;GUAVIARE;MIRAFLORES;INCENDIO FORESTAL;;;
28/01/2024;GUAVIARE;MIRAFLORES;INCENDIO FORESTAL;;;
28/01/2024;GUAVIARE;MIRAFLORES;INCENDIO FORESTAL;;;
28/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
28/01/2024;SANTANDER;LOS SANTOS;INCENDIO FORESTAL;;;
28/01/2024;SANTANDER;LOS SANTOS;INCENDIO FORESTAL;;;
28/01/2024;VALLE DEL CAUCA;TULUA;INCENDIO FORESTAL;;;
28/01/2024;VALLE DEL CAUCA;TULUA;INCENDIO FORESTAL;;;
28/01/2024;VALLE DEL CAUCA;SEVILLA;INCENDIO FORESTAL;;;
28/01/2024;TOLIMA;IBAGUE;INCENDIO FORESTAL;;;
28/01/2024;CESAR;VALLEDUPAR;INCENDIO FORESTAL;;;
28/01/2024;VALLE DEL CAUCA;YUMBO;INCENDIO FORESTAL;;;
29/01/2024;CESAR;CURUMANI;INCENDIO FORESTAL;;;
29/01/2024;BOYACA;CHITA;INCENDIO FORESTAL;;;
29/01/2024;CUNDINAMARCA;SOPO;INCENDIO FORESTAL;;;
29/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
29/01/2024;META;MAPIRIPAN;INCENDIO FORESTAL;;;
29/01/2024;CHOCO;ACANDI;ACCIDENTE TRANSPORTE MARITIMO O FLUVIAL;;;
29/01/2024;META;GUAMAL;INCENDIO FORESTAL;;;
29/01/2024;TOLIMA;HONDA;INCENDIO FORESTAL;;;
29/01/2024;BOYACA;SAN MATEO;INCENDIO FORESTAL;;;
29/01/2024;CUNDINAMARCA;BOGOTA, D.C.;INCENDIO FORESTAL;;;
29/01/2024;BOLIVAR;EL PEÑON;EROSION;;;
29/01/2024;BOLIVAR;EL PEÑON;INCENDIO FORESTAL;;;
29/01/2024;BOLIVAR;EL PEÑON;INCENDIO FORESTAL;;;
29/01/2024;CORDOBA;TUCHIN;SEQUIA;;;
29/01/2024;CUNDINAMARCA;SOACHA;INCENDIO FORESTAL;;;
29/01/2024;CUNDINAMARCA;SOACHA;INCENDIO FORESTAL;;;
29/01/2024;CUNDINAMARCA;SOACHA;INCENDIO FORESTAL;;;
29/01/2024;CUNDINAMARCA;LENGUAZAQUE;INCENDIO FORESTAL;;;
29/01/2024;CUNDINAMARCA;ZIPAQUIRA;INCENDIO FORESTAL;;;
29/01/2024;CUNDINAMARCA;ZIPAQUIRA;INCENDIO FORESTAL;;;
29/01/2024;ANTIOQUIA;ARBOLETES;INCENDIO FORESTAL;;;
29/01/2024;ANTIOQUIA;CHIGORODO;INCENDIO FORESTAL;;;
29/01/2024;ANTIOQUIA;ITUANGO;INCENDIO FORESTAL;;;
29/01/2024;ANTIOQUIA;PUERTO BERRIO;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;ANTIOQUIA;REMEDIOS;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;ANTIOQUIA;TOLEDO;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;BOLIVAR;CANTAGALLO;RACIONAMIENTO;;;
29/01/2024;BOLIVAR;CORDOBA;RACIONAMIENTO;;;
29/01/2024;BOLIVAR;MAGANGUE;RACIONAMIENTO;;;
29/01/2024;BOLIVAR;MARGARITA;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;BOLIVAR;MOMPOS;RACIONAMIENTO;;;
29/01/2024;BOLIVAR;MORALES;RACIONAMIENTO;;;
29/01/2024;BOLIVAR;NOROSI;RACIONAMIENTO;;;
29/01/2024;BOLIVAR;REGIDOR;RACIONAMIENTO;;;
29/01/2024;BOLIVAR;SANTA ROSA DEL SUR;RACIONAMIENTO;;;
29/01/2024;BOLIVAR;TURBACO;RACIONAMIENTO;;;
29/01/2024;BOYACA;SABOYA;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;BOYACA;SACHICA;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;BOYACA;SANTA ROSA DE VITERBO;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;BOYACA;SUTATENZA;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;BOYACA;TOCA;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;BOYACA;TOTA;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;CORDOBA;MONTERIA;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;SANTANDER;CAPITANEJO;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;BOLIVAR;ARROYOHONDO;SEQUIA;;;
29/01/2024;SANTANDER;SABANA DE TORRES;DESABASTECIMIENTO DE AGUA;;;
29/01/2024;MAGDALENA;SITIONUEVO;RACIONAMIENTO;;;
29/01/2024;ANTIOQUIA;CACERES;SEQUIA;;;
29/01/2024;NARIÑO;CHACHAGUI;INCENDIO FORESTAL;;;
29/01/2024;CASANARE;OROCUE;INCENDIO FORESTAL;;;
29/01/2024;BOLIVAR;SAN JUAN NEPOMUCENO;INCENDIO FORESTAL;;;
29/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
29/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
