FECHA;DEPARTAMENTO;MUNICIPIO;EVENTO;COORDENADAS;FAMILIAS;PERSONAS
10/01/2024;CAQUETA;FLORENCIA;INCENDIO FORESTAL;;;
10/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
10/01/2024;CAQUETA;FLORENCIA;INCENDIO FORESTAL;;;
10/01/2024;PUTUMAYO;PUERTO LEGUIZAMO;INCENDIO FORESTAL;;;
10/01/2024;PUTUMAYO;PUERTO LEGUIZAMO;INCENDIO FORESTAL;;;
10/01/2024;ATLANTICO;MALAMBO;INCENDIO FORESTAL;;;
10/01/2024;BOYACA;TUNJA;INCENDIO FORESTAL;;;
10/01/2024;MAGDALENA;SANTA ANA;INCENDIO FORESTAL;;;
10/01/2024;ANTIOQUIA;LA PINTADA;INCENDIO FORESTAL;;;
11/01/2024;ANTIOQUIA;SANTA ROSA DE OSOS;ACCIDENTE TRANSPORTE TERRESTRE;;;
11/01/2024;ANTIOQUIA;SANTA ROSA DE OSOS;ACCIDENTE TRANSPORTE TERRESTRE;;;
11/01/2024;SANTANDER;PIEDECUESTA;INCENDIO FORESTAL;;;
11/01/2024;VICHADA;CUMARIBO;INCENDIO FORESTAL;;;
11/01/2024;NORTE DE SANTANDER;EL ZULIA;ACCIDENTE MINERO;;;
11/01/2024;CAQUETA;FLORENCIA;INCENDIO FORESTAL;;;
11/01/2024;CUNDINAMARCA;CHOACHI;INCENDIO FORESTAL;;;
11/01/2024;CUNDINAMARCA;LA MESA;INCENDIO FORESTAL;;;
11/01/2024;CUNDINAMARCA;TIBIRITA;INCENDIO FORESTAL;;;
11/01/2024;CUNDINAMARCA;FOMEQUE;INCENDIO FORESTAL;;;
11/01/2024;SANTANDER;EL PLAYON;INCENDIO FORESTAL;;;
11/01/2024;SANTANDER;MOLAGAVITA;INCENDIO FORESTAL;;;
11/01/2024;SANTANDER;CARCASI;INCENDIO FORESTAL;;;
11/01/2024;CORDOBA;PUEBLO NUEVO;DESABASTECIMIENTO DE AGUA;;;
11/01/2024;CORDOBA;CHINU;DESABASTECIMIENTO DE AGUA;;;
11/01/2024;BOYACA;CHINAVITA;INCENDIO FORESTAL;;;
11/01/2024;MAGDALENA;PIVIJAY;INCENDIO FORESTAL;;;
11/01/2024;BOYACA;AQUITANIA;INCENDIO FORESTAL;;;
11/01/2024;CASANARE;MANI;INCENDIO FORESTAL;;;
11/01/2024;CASANARE;MANI;INCENDIO FORESTAL;;;
11/01/2024;BOYACA;PAIPA;INCENDIO FORESTAL;;;
11/01/2024;CASANARE;TAURAMENA;INCENDIO FORESTAL;;;
11/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
11/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
11/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
11/01/2024;BOYACA;IZA;INCENDIO FORESTAL;;;
11/01/2024;BOYACA;FIRAVITOBA;INCENDIO FORESTAL;;;
11/01/2024;MAGDALENA;ARACATACA;INCENDIO FORESTAL;;;
11/01/2024;VALLE DEL CAUCA;ANSERMANUEVO;INCENDIO FORESTAL;;;
11/01/2024;CESAR;MANAURE;INCENDIO FORESTAL;;;
11/01/2024;CAUCA;PAEZ;INCENDIO FORESTAL;;;
11/01/2024;BOYACA;TUTA;INCENDIO FORESTAL;;;
11/01/2024;ARAUCA;ARAUCA;INCENDIO FORESTAL;;;
11/01/2024;NORTE DE SANTANDER;LOS PATIOS;INCENDIO FORESTAL;;;
11/01/2024;ATLANTICO;SOLEDAD;INCENDIO FORESTAL;;;
11/01/2024;SANTANDER;PUERTO WILCHES;INCENDIO FORESTAL;;;
11/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
11/01/2024;META;PUERTO RICO;INCENDIO FORESTAL;;;
11/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
11/01/2024;CAUCA;PAEZ;INCENDIO FORESTAL;;;
11/01/2024;CORDOBA;PLANETA RICA;INCENDIO FORESTAL;;;
11/01/2024;MAGDALENA;FUNDACION;INCENDIO FORESTAL;;;
11/01/2024;ANTIOQUIA;SOPETRAN;INCENDIO FORESTAL;;;
11/01/2024;MAGDALENA;EL BANCO;INCENDIO FORESTAL;;;
11/01/2024;SANTANDER;CURITI;INCENDIO FORESTAL;;;
11/01/2024;SANTANDER;CURITI;INCENDIO FORESTAL;;;
11/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
11/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
11/01/2024;VALLE DEL CAUCA;ANDALUCIA;INCENDIO FORESTAL;;;
11/01/2024;HUILA;ELIAS;INCENDIO FORESTAL;;;
11/01/2024;HUILA;ACEVEDO;INCENDIO FORESTAL;;;
12/01/2024;CAUCA;GUAPI;INCENDIO ESTRUCTURAL;;;
12/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
12/01/2024;BOYACA;SATIVANORTE;INCENDIO FORESTAL;;;
12/01/2024;HUILA;SALADOBLANCO;INCENDIO ESTRUCTURAL;;;
12/01/2024;HUILA;SANTA MARIA;INCENDIO FORESTAL;;;
12/01/2024;CUNDINAMARCA;COGUA;INCENDIO FORESTAL;;;
12/01/2024;CUNDINAMARCA;GUAYABETAL;INCENDIO FORESTAL;;;
12/01/2024;LA GUAJIRA;RIOHACHA;INCENDIO FORESTAL;;;
12/01/2024;HUILA;SAN AGUSTIN;MOVIMIENTO EN MASA;;;
12/01/2024;CHOCO;EL CARMEN DE ATRATO;MOVIMIENTO EN MASA;;;
12/01/2024;SANTANDER;EL GUACAMAYO;DESABASTECIMIENTO DE AGUA;;;
12/01/2024;SANTANDER;LOS SANTOS;DESABASTECIMIENTO DE AGUA;;;
12/01/2024;SANTANDER;SAN BENITO;DESABASTECIMIENTO DE AGUA;;;
12/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
12/01/2024;META;PUERTO RICO;INCENDIO FORESTAL;;;
12/01/2024;NORTE DE SANTANDER;OCAÑA;INCENDIO FORESTAL;;;
12/01/2024;MAGDALENA;ALGARROBO;INCENDIO FORESTAL;;;
12/01/2024;CESAR;SAN DIEGO;INCENDIO FORESTAL;;;
12/01/2024;SANTANDER;CAPITANEJO;INCENDIO FORESTAL;;;
12/01/2024;SANTANDER;HATO;INCENDIO FORESTAL;;;
12/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
12/01/2024;META;RESTREPO;INCENDIO FORESTAL;;;
12/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
12/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
12/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
12/01/2024;SANTANDER;GIRON;INCENDIO FORESTAL;;;
12/01/2024;SANTANDER;PUERTO WILCHES;INCENDIO FORESTAL;;;
12/01/2024;VALLE DEL CAUCA;PALMIRA;INCENDIO FORESTAL;;;
12/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
12/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
12/01/2024;BOYACA;SOTAQUIRA;INCENDIO FORESTAL;;;
12/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
12/01/2024;LA GUAJIRA;LA JAGUA DEL PILAR;INCENDIO FORESTAL;;;
12/01/2024;CUNDINAMARCA;COTA;INCENDIO FORESTAL;;;
12/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
12/01/2024;CESAR;EL PASO;INCENDIO FORESTAL;;;
12/01/2024;VALLE DEL CAUCA;ANDALUCIA;INCENDIO FORESTAL;;;
13/01/2024;CHOCO;QUIBDO;INUNDACION;;4.416;7.919
13/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
13/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
13/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
13/01/2024;VALLE DEL CAUCA;DAGUA;INCENDIO FORESTAL;;;
13/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
13/01/2024;CUNDINAMARCA;CHOACHI;INCENDIO FORESTAL;;;
13/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
13/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
13/01/2024;BOYACA;CUBARA;INCENDIO ESTRUCTURAL;;;
13/01/2024;ARAUCA;ARAUQUITA;INCENDIO ESTRUCTURAL;;;
13/01/2024;CASANARE;VILLANUEVA;INCENDIO FORESTAL;;;
13/01/2024;CESAR;RIO DE ORO;INCENDIO FORESTAL;;;
13/01/2024;NORTE DE SANTANDER;OCAÑA;INCENDIO FORESTAL;;;
13/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
13/01/2024;ANTIOQUIA;SAN PEDRO DE URABA;INCENDIO FORESTAL;;;
13/01/2024;BOYACA;COMBITA;INCENDIO FORESTAL;;;
13/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
13/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
13/01/2024;SANTANDER;VELEZ;INCENDIO FORESTAL;;;
13/01/2024;ARAUCA;SARAVENA;INCENDIO FORESTAL;;;
13/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
13/01/2024;CUNDINAMARCA;CHIPAQUE;INCENDIO FORESTAL;;;
13/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
13/01/2024;VALLE DEL CAUCA;TULUA;INCENDIO FORESTAL;;;
13/01/2024;SANTANDER;LOS SANTOS;INCENDIO FORESTAL;;;
13/01/2024;ATLANTICO;BARANOA;INCENDIO FORESTAL;;;
13/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
13/01/2024;ANTIOQUIA;LA PINTADA;INCENDIO FORESTAL;;;
13/01/2024;ANTIOQUIA;APARTADO;INCENDIO FORESTAL;;;
13/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
14/01/2024;SANTANDER;TONA;HELADA;;;
14/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
14/01/2024;HUILA;SALADOBLANCO;INCENDIO FORESTAL;;;
14/01/2024;BOYACA;TINJACA;INCENDIO FORESTAL;;;
14/01/2024;BOYACA;CHITA;INCENDIO FORESTAL;;;
14/01/2024;CUNDINAMARCA;CUCUNUBA;INCENDIO FORESTAL;;;
14/01/2024;CORDOBA;AYAPEL;CASO FORTUITO;;;
14/01/2024;SUCRE;OVEJAS;INCENDIO FORESTAL;;;
14/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
14/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
14/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
14/01/2024;CUNDINAMARCA;CHOCONTA;ACCIDENTE TRANSPORTE TERRESTRE;;;
14/01/2024;CUNDINAMARCA;ANAPOIMA;ACCIDENTE TRANSPORTE TERRESTRE;;;
14/01/2024;ANTIOQUIA;CAMPAMENTO;INCENDIO FORESTAL;;;
14/01/2024;BOLIVAR;ARJONA;RACIONAMIENTO;;;
14/01/2024;CAQUETA;VALPARAISO;INCENDIO FORESTAL;;;
14/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
14/01/2024;CASANARE;MANI;INCENDIO FORESTAL;;;
14/01/2024;BOYACA;LABRANZAGRANDE;INCENDIO FORESTAL;;;
14/01/2024;ANTIOQUIA;FRONTINO;INCENDIO FORESTAL;;;
14/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
14/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
14/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
14/01/2024;NORTE DE SANTANDER;OCAÑA;INCENDIO FORESTAL;;;
14/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
14/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
14/01/2024;ATLANTICO;POLONUEVO;INCENDIO FORESTAL;;;
14/01/2024;CUNDINAMARCA;PUERTO SALGAR;INCENDIO FORESTAL;;;
14/01/2024;MAGDALENA;NUEVA GRANADA;INCENDIO FORESTAL;;;
14/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
14/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
14/01/2024;ANTIOQUIA;AMALFI;INCENDIO FORESTAL;;;
14/01/2024;SUCRE;SAN MARCOS;INCENDIO FORESTAL;;;
14/01/2024;BOYACA;TINJACA;INCENDIO FORESTAL;;;
14/01/2024;BOYACA;GARAGOA;INCENDIO FORESTAL;;;
14/01/2024;SANTANDER;FLORIDABLANCA;INCENDIO FORESTAL;;;
14/01/2024;CORDOBA;SAHAGUN;INCENDIO FORESTAL;;;
14/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
14/01/2024;CASANARE;PAZ DE ARIPORO;INCENDIO FORESTAL;;;
14/01/2024;PUTUMAYO;PUERTO LEGUIZAMO;INCENDIO FORESTAL;;;
14/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
14/01/2024;ATLANTICO;MALAMBO;INCENDIO FORESTAL;;;
14/01/2024;VALLE DEL CAUCA;JAMUNDI;INCENDIO FORESTAL;;;
14/01/2024;CASANARE;VILLANUEVA;INCENDIO FORESTAL;;;
14/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
14/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
14/01/2024;ANTIOQUIA;RETIRO;INCENDIO FORESTAL;;;
14/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
15/01/2024;BOYACA;PANQUEBA;INCENDIO FORESTAL;;;
15/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
15/01/2024;CUNDINAMARCA;GACHETA;INCENDIO FORESTAL;;;
15/01/2024;CUNDINAMARCA;QUETAME;INCENDIO FORESTAL;;;
15/01/2024;CUNDINAMARCA;FOMEQUE;INCENDIO FORESTAL;;;
15/01/2024;BOLIVAR;SAN PABLO;INMERSION;;;
15/01/2024;CUNDINAMARCA;TOCAIMA;INCENDIO FORESTAL;;;
15/01/2024;BOLIVAR;SAN MARTIN DE LOBA;INCENDIO ESTRUCTURAL;;;
15/01/2024;BOLIVAR;RIO VIEJO;EROSION;;;
15/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
15/01/2024;BOLIVAR;SIMITI;SEQUIA;;;
15/01/2024;BOLIVAR;RIO VIEJO;INCENDIO FORESTAL;;;
15/01/2024;LA GUAJIRA;SAN JUAN DEL CESAR;INCENDIO FORESTAL;;;
15/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
15/01/2024;CUNDINAMARCA;SOPO;INCENDIO ESTRUCTURAL;;;
15/01/2024;ANTIOQUIA;CALDAS;INUNDACION ;;209;431
15/01/2024;META;CASTILLA LA NUEVA;INCENDIO FORESTAL;;;
15/01/2024;CASANARE;OROCUE;INCENDIO FORESTAL;;;
15/01/2024;CASANARE;MANI;INCENDIO FORESTAL;;;
15/01/2024;ANTIOQUIA;GUATAPE;INCENDIO FORESTAL;;;
15/01/2024;ANTIOQUIA;GUATAPE;INCENDIO FORESTAL;;;
15/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
15/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
15/01/2024;META;PUERTO RICO;INCENDIO FORESTAL;;;
15/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
15/01/2024;VALLE DEL CAUCA;ARGELIA;INCENDIO FORESTAL;;;
15/01/2024;ANTIOQUIA;SAN ROQUE;INCENDIO FORESTAL;;;
15/01/2024;ATLANTICO;POLONUEVO;INCENDIO FORESTAL;;;
15/01/2024;MAGDALENA;SITIONUEVO;INCENDIO FORESTAL;;;
15/01/2024;ATLANTICO;SOLEDAD;INCENDIO FORESTAL;;;
15/01/2024;CESAR;BECERRIL;INCENDIO FORESTAL;;;
15/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
15/01/2024;SANTANDER;ARATOCA;INCENDIO FORESTAL;;;
15/01/2024;SUCRE;SAN MARCOS;INCENDIO FORESTAL;;;
15/01/2024;BOYACA;GARAGOA;INCENDIO FORESTAL;;;
15/01/2024;SANTANDER;FLORIDABLANCA;INCENDIO FORESTAL;;;
15/01/2024;CESAR;EL PASO;INCENDIO FORESTAL;;;
15/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
15/01/2024;CASANARE;HATO COROZAL;INCENDIO FORESTAL;;;
15/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
15/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
15/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
15/01/2024;HUILA;TIMANA;INCENDIO FORESTAL;;;
15/01/2024;HUILA;TIMANA;INCENDIO FORESTAL;;;
15/01/2024;VALLE DEL CAUCA;TULUA;INCENDIO FORESTAL;;;
15/01/2024;ANTIOQUIA;HISPANIA;INCENDIO FORESTAL;;;
15/01/2024;SANTANDER;OIBA;INCENDIO FORESTAL;;;
15/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
15/01/2024;PUTUMAYO;PUERTO LEGUIZAMO;INCENDIO FORESTAL;;;
15/01/2024;CHOCO;DEPARTAMENTO;INUNDACION;;;
16/01/2024;ANTIOQUIA;MEDELLIN;INCENDIO FORESTAL;;;
16/01/2024;BOLIVAR;MONTECRISTO;INCENDIO ESTRUCTURAL;;;
16/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;CERINZA;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;GACHANTIVA;INCENDIO FORESTAL;;;
16/01/2024;CUNDINAMARCA;COTA;INCENDIO ESTRUCTURAL;;;
16/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
16/01/2024;CAUCA;POPAYAN;INCENDIO ESTRUCTURAL;;;
16/01/2024;SANTANDER;ARATOCA;INCENDIO FORESTAL;;;
16/01/2024;SANTANDER;FLORIDABLANCA;INCENDIO FORESTAL;;;
16/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
16/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
16/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
16/01/2024;SANTANDER;GIRON;INCENDIO FORESTAL;;;
16/01/2024;CUNDINAMARCA;UBALA;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;AQUITANIA;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;CHITA;INCENDIO FORESTAL;;;
16/01/2024;HUILA;TARQUI;INCENDIO ESTRUCTURAL;;;
16/01/2024;BOYACA;SOATA;INCENDIO FORESTAL;;;
16/01/2024;CUNDINAMARCA;SIMIJACA;INCENDIO FORESTAL;;;
16/01/2024;CAUCA;TOTORO;INCENDIO ESTRUCTURAL;;;
16/01/2024;CUNDINAMARCA;TIBIRITA;INCENDIO FORESTAL;;;
16/01/2024;ANTIOQUIA;RIONEGRO;MOVIMIENTO EN MASA;;;
16/01/2024;CAUCA;TOTORO;HELADA;;;
16/01/2024;ANTIOQUIA;CAUCASIA;INCENDIO ESTRUCTURAL;;;
16/01/2024;SUCRE;OVEJAS;INCENDIO FORESTAL;;;
16/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
16/01/2024;CAQUETA;SAN JOSE DEL FRAGUA;INCENDIO FORESTAL;;;
16/01/2024;ATLANTICO;BARRANQUILLA;DESABASTECIMIENTO DE AGUA;;;
16/01/2024;SANTANDER;TONA;DESABASTECIMIENTO DE AGUA;;;
16/01/2024;BOLIVAR;MONTECRISTO;INCENDIO FORESTAL;;;
16/01/2024;META;CASTILLA LA NUEVA;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;GACHANTIVA;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;BOYACA;INCENDIO FORESTAL;;;
16/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
16/01/2024;CASANARE;AGUAZUL;INCENDIO FORESTAL;;;
16/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
16/01/2024;CESAR;AGUACHICA;INCENDIO FORESTAL;;;
16/01/2024;SANTANDER;CURITI;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;ARCABUCO;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;TASCO;INCENDIO FORESTAL;;;
16/01/2024;SANTANDER;SOCORRO;INCENDIO FORESTAL;;;
16/01/2024;CALDAS;NEIRA;INCENDIO FORESTAL;;;
16/01/2024;ARAUCA;ARAUCA;INCENDIO FORESTAL;;;
16/01/2024;ATLANTICO;SOLEDAD;INCENDIO FORESTAL;;;
16/01/2024;META;GRANADA;INCENDIO FORESTAL;;;
16/01/2024;SANTANDER;FLORIDABLANCA;INCENDIO FORESTAL;;;
16/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
16/01/2024;ATLANTICO;GALAPA;INCENDIO FORESTAL;;;
16/01/2024;MAGDALENA;GUAMAL;INCENDIO FORESTAL;;;
16/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
16/01/2024;CORDOBA;CERETE;INCENDIO FORESTAL;;;
16/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
16/01/2024;VICHADA;PUERTO CARREÑO;INCENDIO FORESTAL;;;
16/01/2024;SUCRE;SAN MARCOS;INCENDIO FORESTAL;;;
16/01/2024;MAGDALENA;FUNDACION;INCENDIO FORESTAL;;;
16/01/2024;SANTANDER;VELEZ;INCENDIO FORESTAL;;;
16/01/2024;ANTIOQUIA;BELLO;INCENDIO FORESTAL;;;
16/01/2024;ANTIOQUIA;COPACABANA;INCENDIO FORESTAL;;;
16/01/2024;BOLIVAR;TURBACO;INCENDIO FORESTAL;;;
16/01/2024;CALDAS;ANSERMA;INCENDIO FORESTAL;;;
16/01/2024;CESAR;EL PASO;INCENDIO FORESTAL;;;
16/01/2024;ANTIOQUIA;AMAGA;INCENDIO FORESTAL;;;
16/01/2024;CUNDINAMARCA;SUESCA;INCENDIO FORESTAL;;;
16/01/2024;CESAR;VALLEDUPAR;INCENDIO FORESTAL;;;
16/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
16/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
16/01/2024;BOYACA;TUNJA;INCENDIO FORESTAL;;;
16/01/2024;BOLIVAR;MOMPOS;INCENDIO FORESTAL;;;
17/01/2024;BOYACA;TOTA;INCENDIO FORESTAL;;;
17/01/2024;BOYACA;TOTA;INCENDIO FORESTAL;;;
17/01/2024;BOYACA;AQUITANIA;INCENDIO FORESTAL;;;
17/01/2024;SANTANDER;MALAGA;INCENDIO FORESTAL;;;
17/01/2024;SANTANDER;SAN JOSE DE MIRANDA;INCENDIO FORESTAL;;;
17/01/2024;HUILA;SUAZA;INCENDIO FORESTAL;;;
17/01/2024;HUILA;PALESTINA;INCENDIO ESTRUCTURAL;;;
17/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
17/01/2024;HUILA;PITALITO;INCENDIO FORESTAL;;;
17/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
17/01/2024;HUILA;ISNOS;INCENDIO FORESTAL;;;
17/01/2024;BOYACA;TASCO;INCENDIO FORESTAL;;;
17/01/2024;BOYACA;SAN MATEO;INCENDIO FORESTAL;;;
17/01/2024;BOYACA;TOCA;INCENDIO FORESTAL;;;
17/01/2024;BOYACA;TUNJA;INCENDIO FORESTAL;;;
17/01/2024;BOYACA;CHIVATA;INCENDIO FORESTAL;;;
17/01/2024;CAUCA;PIENDAMO;INCENDIO ESTRUCTURAL;;;
17/01/2024;NARIÑO;OLAYA HERRERA;EROSION COSTERA;;;
17/01/2024;CUNDINAMARCA;TIBIRITA;INCENDIO FORESTAL;;;
17/01/2024;CUNDINAMARCA;TIBIRITA;INCENDIO FORESTAL;;;
17/01/2024;CUNDINAMARCA;CHOACHI;INCENDIO ESTRUCTURAL;;;
17/01/2024;BOYACA;SOGAMOSO;INCENDIO FORESTAL;;;
17/01/2024;SUCRE;OVEJAS;INCENDIO FORESTAL;;;
17/01/2024;BOLIVAR;EL GUAMO;INCENDIO FORESTAL;;;
17/01/2024;MAGDALENA;SANTA MARTA;INCENDIO FORESTAL;;;
17/01/2024;CAQUETA;CARTAGENA DEL CHAIRA;INCENDIO FORESTAL;;;
17/01/2024;CESAR;BOSCONIA;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;CESAR;EL PASO;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;CESAR;RIO DE ORO;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;SANTANDER;BETULIA;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;SANTANDER;CABRERA;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;SANTANDER;CIMITARRA;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;SANTANDER;CONFINES;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;SANTANDER;LANDAZURI;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;SANTANDER;SAN JOAQUIN;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;SANTANDER;VELEZ;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;SUCRE;GUARANDA;DESABASTECIMIENTO DE AGUA;;;
17/01/2024;CAQUETA;CARTAGENA DEL CHAIRA;INCENDIO FORESTAL;;;
17/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
17/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
17/01/2024;CASANARE;OROCUE;INCENDIO FORESTAL;;;
17/01/2024;BOLIVAR;SAN JUAN NEPOMUCENO;INCENDIO FORESTAL;;;
17/01/2024;CASANARE;MANI;INCENDIO FORESTAL;;;
17/01/2024;SANTANDER;MACARAVITA;INCENDIO FORESTAL;;;
17/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
17/01/2024;SUCRE;TOLU VIEJO;INCENDIO FORESTAL;;;
17/01/2024;CORDOBA;LORICA;INCENDIO FORESTAL;;;
17/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
17/01/2024;META;VILLAVICENCIO;INCENDIO FORESTAL;;;
17/01/2024;MAGDALENA;ARACATACA;INCENDIO FORESTAL;;;
17/01/2024;ATLANTICO;BARANOA;INCENDIO FORESTAL;;;
17/01/2024;MAGDALENA;ZONA BANANERA;INCENDIO FORESTAL;;;
17/01/2024;CALDAS;NEIRA;INCENDIO FORESTAL;;;
17/01/2024;CALDAS;NEIRA;INCENDIO FORESTAL;;;
17/01/2024;HUILA;AGRADO;INCENDIO FORESTAL;;;
17/01/2024;ANTIOQUIA;SANTA ROSA DE OSOS;INCENDIO FORESTAL;;;
17/01/2024;ANTIOQUIA;SANTA ROSA DE OSOS;INCENDIO FORESTAL;;;
17/01/2024;ANTIOQUIA;SANTA ROSA DE OSOS;INCENDIO FORESTAL;;;
17/01/2024;MAGDALENA;EL BANCO;INCENDIO FORESTAL;;;
17/01/2024;SANTANDER;PIEDECUESTA;INCENDIO FORESTAL;;;
17/01/2024;META;GRANADA;INCENDIO FORESTAL;;;
17/01/2024;ANTIOQUIA;COPACABANA;INCENDIO FORESTAL;;;
17/01/2024;ANTIOQUIA;COPACABANA;INCENDIO FORESTAL;;;
17/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
17/01/2024;CASANARE;YOPAL;INCENDIO FORESTAL;;;
